"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.421274208E0,-9.256750488E0,-8.785081329E0,-1.914818115E0,1.290471278E1
2.431312209E0,-6.275699615E0,-8.322393494E0,-2.171384583E0,1.064713812E1
2.441351208E0,-2.991978149E0,-7.798333282E0,-1.665287018E0,8.516989849E0
2.451389208E0,1.097218323E-1,-7.031927032E0,-8.454418945E-1,7.083417866E0
2.461427209E0,2.594105530E0,-6.162385254E0,8.337661743E-2,6.686652913E0
2.471466208E0,4.542603607E0,-5.267097015E0,9.574090576E-1,7.020982168E0
2.481504208E0,5.934708710E0,-4.370012512E0,1.578467560E0,7.537196870E0
2.491542208E0,6.697522430E0,-3.313509521E0,1.857786713E0,7.699839188E0
2.501580209E0,6.780150604E0,-2.200424194E0,1.963466949E0,7.393748123E0
2.511619208E0,6.300997009E0,-1.407073975E0,1.677860870E0,6.670654959E0
2.521657208E0,5.454357605E0,-1.021775208E0,1.070573730E0,5.651563462E0
2.531695209E0,4.494403839E0,-7.002438354E-1,4.234693909E-1,4.568296578E0
2.541733208E0,3.496578827E0,-3.240760803E-1,-1.679507446E-1,3.515579078E0
2.551772208E0,2.804717560E0,-1.055305481E-1,-4.659809875E-1,2.845121363E0
2.561810208E0,2.586770782E0,-1.344204712E-1,-4.120930481E-1,2.622836751E0
2.571848209E0,2.847678223E0,-3.820056152E-1,4.279600525E-1,2.904883708E0
2.581887208E0,3.151546326E0,-6.345304871E-1,1.961820374E0,3.766113695E0
2.591925208E0,2.959046631E0,-2.483335876E-1,3.580254822E0,4.651435383E0
2.601963209E0,2.129172363E0,1.241817627E0,4.179907837E0,4.852537016E0
2.612001208E0,4.954696655E-1,3.636837158E0,3.013383636E0,4.748953110E0
2.622040208E0,5.538482666E-3,5.822891235E0,1.352287903E0,5.977857106E0
2.632078208E0,4.608915710E-1,6.903194733E0,7.812254333E-1,6.962530555E0
2.642116208E0,2.316133575E0,7.592511292E0,3.414399719E-1,7.945268007E0
2.652154208E0,6.249953156E0,8.177794189E0,-3.273692322E-1,1.029783486E1
2.662193208E0,1.307620789E1,8.151898041E0,-5.950126648E-1,1.542059319E1
2.672231209E0,2.200768478E1,7.032675476E0,-1.721569977E0,2.316809265E1
2.682269208E0,3.161785034E1,3.363056488E0,-5.059927826E0,3.219629604E1
