"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.603427858E1,5.260810089E0,-2.020049286E0,4.849914551E-1,5.656141673E0
2.604431658E1,5.230872345E0,-5.073100433E0,2.632725220E0,7.747878134E0
2.605435458E1,4.851860504E0,-9.375902710E0,3.797004089E0,1.121897241E1
2.606439258E1,4.866230621E0,-1.321287369E1,3.989204407E0,1.463468426E1
2.607443158E1,6.183940430E0,-1.636097717E1,6.971003723E-1,1.750453205E1
2.608446958E1,1.099418747E1,-2.215946915E1,-1.752525604E1,3.031581815E1
2.609450758E1,1.255439301E1,-2.516177582E1,-2.063369202E1,3.487803022E1
2.610454658E1,5.680986328E0,-2.022129959E1,-1.986968079E0,2.109792893E1
2.611458458E1,-3.070564728E0,-1.123114471E1,1.185968765E1,1.661984268E1
2.612462258E1,-7.317084045E0,-5.723497925E0,1.300899765E1,1.598537354E1
2.613466058E1,-7.619006195E0,-4.947212219E0,5.015470276E0,1.037685435E1
2.614469958E1,-7.428901520E0,-5.522915039E0,-2.964435425E0,9.720033215E0
2.615473758E1,-6.081703033E0,-6.424190826E0,-4.583917694E0,9.963415127E0
2.616477558E1,-3.404370575E0,-7.684869232E0,-9.211843872E-1,8.455503226E0
2.617481458E1,-1.099912720E0,-9.033564606E0,1.259181519E0,9.186981853E0
2.618485258E1,-7.933502197E-3,-1.000429596E1,1.030008087E0,1.005718237E1
2.619489058E1,5.936654663E-1,-1.065858536E1,1.329684906E0,1.075759929E1
2.620492958E1,8.190966797E-1,-1.112366821E1,1.893861694E0,1.131342680E1
2.621496758E1,6.556365967E-1,-1.108774292E1,2.504891052E0,1.138606085E1
2.622500558E1,3.272195435E-1,-1.073642349E1,2.952610016E0,1.113982800E1
2.623504358E1,2.691403198E-1,-1.041968216E1,2.952011261E0,1.083312436E1
2.624508258E1,4.996609497E-1,-1.004635849E1,2.717449036E0,1.041938142E1
2.625512058E1,9.178912354E-1,-9.633666687E0,2.491568756E0,9.992896128E0
2.626515858E1,1.273701324E0,-9.373358002E0,2.348017273E0,9.746555310E0
2.627519758E1,1.653461609E0,-9.279952240E0,2.108215942E0,9.658986662E0
2.628523558E1,2.036515045E0,-9.380243683E0,1.772913208E0,9.761126283E0
2.629527358E1,2.313139801E0,-9.511071625E0,1.455722809E0,9.895970295E0
2.630531258E1,2.378104706E0,-9.413025513E0,1.182540894E0,9.780533434E0
2.631535058E1,2.451152802E0,-9.236542511E0,1.023721161E0,9.610924650E0
2.632538858E1,2.615061951E0,-9.099577332E0,9.997709656E-1,9.520525122E0
2.633542658E1,3.081042938E0,-8.956774292E0,1.162332916E0,9.542937132E0
2.634546558E1,3.519481201E0,-8.733887787E0,2.359543304E0,9.707470752E0
2.635550358E1,3.810027008E0,-8.642877045E0,4.619842987E0,1.051468395E1
2.636554158E1,6.126909027E0,-9.071585541E0,-9.586065674E-1,1.098870352E1
2.637558058E1,1.122815094E1,-8.918753357E0,-1.390847717E1,1.997651802E1
2.638561858E1,1.186866898E1,-9.030121765E0,-1.191656937E1,1.908960523E1
2.639565658E1,8.679700470E0,-9.563462677E0,-1.771116943E0,1.303586874E1
2.640569558E1,7.129973145E0,-9.235794067E0,4.089495850E0,1.236367200E1
2.641573358E1,7.167095947E0,-8.323141937E0,5.431155853E0,1.225313878E1
2.642577158E1,7.640411682E0,-7.785160675E0,2.546654205E0,1.120134211E1
2.643580958E1,7.578290863E0,-7.068301392E0,-1.428778839E0,1.046101266E1
2.644584858E1,7.100783844E0,-5.995931396E0,-4.375550995E0,1.027218434E1
2.645588658E1,6.736441498E0,-5.547763367E0,-2.291584625E0,9.022676018E0
2.646592458E1,6.901099091E0,-5.902675323E0,-5.243595886E-1,9.096246347E0
2.647596358E1,6.931485901E0,-6.658902740E0,-3.827540588E-1,9.619406591E0
2.648600158E1,5.929170227E0,-7.278913422E0,-7.387138367E-1,9.417183141E0
2.649603958E1,4.768783264E0,-7.653584290E0,-8.846603394E-1,9.060975125E0
2.650607758E1,4.017495575E0,-7.911947021E0,-5.385800171E-1,8.889839414E0
2.651611658E1,3.497626648E0,-8.089777222E0,-2.432441711E-1,8.816861992E0
2.652615458E1,3.109184418E0,-8.212671661E0,-3.237767029E-1,8.787481716E0
2.653619258E1,2.836451569E0,-8.357270966E0,-6.568341064E-1,8.849907713E0
2.654623158E1,3.138074341E0,-8.524473267E0,-8.428971863E-1,9.122753461E0
2.655626958E1,4.159550171E0,-8.636440430E0,-8.577163696E-2,9.586308867E0
2.656630758E1,4.964576111E0,-8.588390350E0,9.571096802E-1,9.966118789E0
2.657634658E1,4.759652252E0,-8.517587585E0,1.607656860E0,9.888789027E0
2.658638508E1,4.098477173E0,-8.460406494E0,2.049987030E0,9.621769068E0
2.659642308E1,3.494183807E0,-8.559799805E0,2.168241119E0,9.496355234E0
2.660646108E1,3.356470184E0,-8.997339935E0,2.189945984E0,9.849562499E0
2.661650008E1,3.729045410E0,-9.591454468E0,2.184407501E0,1.052014328E1
2.662653808E1,3.970493317E0,-9.932295685E0,2.307002563E0,1.094246661E1
2.663657608E1,3.916156311E0,-1.019035904E1,2.549647980E0,1.121072711E1
2.664661508E1,3.776945801E0,-1.044273422E1,2.568508759E0,1.139794959E1
2.665665308E1,3.832031250E0,-1.062670166E1,2.074685669E0,1.148545046E1
2.666669108E1,3.908971252E0,-1.057850189E1,1.319206696E0,1.135451738E1
2.667673008E1,3.805835724E0,-1.040366547E1,1.998344421E-1,1.107973711E1
2.668676808E1,3.154240723E0,-1.013677048E1,-3.299289093E0,1.111704362E1
2.669680608E1,3.189118195E0,-9.841434631E0,-8.457562408E0,1.336243512E1
2.670684408E1,5.464386749E0,-9.788444824E0,-5.960155792E0,1.269632355E1
2.671688308E1,7.164102173E0,-9.972711639E0,-5.788462830E-1,1.229285973E1
2.672692108E1,7.548353119E0,-1.040171951E1,1.341959381E0,1.292185198E1
2.673695908E1,8.283474426E0,-1.068717590E1,1.990111542E0,1.366719508E1
2.674699808E1,9.433383179E0,-1.062789917E1,4.697232056E-1,1.421835429E1
2.675703608E1,1.051084259E1,-1.026340714E1,-3.437152405E0,1.508739058E1
2.676707408E1,9.879006500E0,-1.005863297E1,-4.999603271E0,1.495884018E1
2.677711308E1,7.255112915E0,-1.031804352E1,-3.127147064E0,1.299529662E1
2.678715108E1,4.822222137E0,-1.083476898E1,-2.387086029E0,1.209728172E1
2.679718908E1,3.166066132E0,-1.147423920E1,-2.390528870E0,1.214070707E1
2.680722708E1,2.414928131E0,-1.221504868E1,-1.655407562E0,1.256103763E1
2.681726608E1,2.513722687E0,-1.291244843E1,6.631210327E-2,1.315501894E1
2.682730408E1,3.540437622E0,-1.348800156E1,2.062710571E0,1.409665419E1
2.683734208E1,4.096980286E0,-1.382854340E1,3.404819641E0,1.481913144E1
2.684738108E1,4.001179504E0,-1.396056885E1,3.606749725E0,1.496380846E1
2.685741908E1,3.482807465E0,-1.403122192E1,3.277284851E0,1.482382314E1
2.686745708E1,2.679128723E0,-1.405307648E1,2.286345520E0,1.448772118E1
2.687749608E1,1.909129944E0,-1.422267380E1,2.704875183E-1,1.435278337E1
2.688753408E1,1.353635101E0,-1.426279037E1,-1.590742035E0,1.441492204E1
2.689757208E1,8.916957092E-1,-1.392239822E1,-2.164798279E0,1.411788388E1
2.690761008E1,7.309300232E-1,-1.304971298E1,-1.971101074E0,1.321796153E1
2.691764908E1,7.369175720E-1,-1.187241119E1,-1.052910461E0,1.194176769E1
2.692768708E1,5.257067871E-1,-1.096634537E1,-4.219725037E-1,1.098704506E1
2.693772508E1,2.890489197E-1,-1.028481262E1,-2.133064270E-1,1.029108447E1
2.694776408E1,7.605683899E-1,-9.466015320E0,1.296304321E-1,9.497405665E0
2.695780208E1,1.237027588E0,-8.858428802E0,6.227050781E-1,8.966033667E0
2.696784008E1,1.472338257E0,-8.426127777E0,9.755213928E-1,8.609242199E0
2.697787808E1,1.910177765E0,-7.971972198E0,1.034947815E0,8.262701544E0
2.698791708E1,1.962269440E0,-7.658524017E0,1.334175568E0,8.017700164E0
2.699795508E1,2.070793762E0,-7.334747314E0,1.231040039E0,7.720243814E0
2.700799308E1,2.300416260E0,-7.023245087E0,9.735754395E-1,7.454242795E0
2.701803208E1,2.491868134E0,-6.801256714E0,9.957293701E-1,7.311496199E0
2.702807008E1,2.838996277E0,-6.626420288E0,1.104553070E0,7.293105181E0
2.703810808E1,3.166515198E0,-6.413413239E0,1.177301788E0,7.248774198E0
2.704814708E1,3.037333832E0,-6.165828094E0,1.422192535E0,7.018936138E0
2.705818508E1,2.162852325E0,-5.897136841E0,1.716630249E0,6.511602914E0
2.706822308E1,9.782157898E-1,-5.439837799E0,1.925296326E0,5.852820461E0
2.707826108E1,1.654060364E-1,-4.927752686E0,2.056273956E0,5.342131435E0
2.708830008E1,-3.011737061E-1,-4.475992126E0,1.909129944E0,4.875447493E0
2.709833808E1,-5.948629761E-1,-4.019142151E0,1.505718842E0,4.332961438E0
2.710837608E1,-7.098239136E-1,-3.676953735E0,1.044527893E0,3.887785652E0
2.711841508E1,-6.966513062E-1,-3.406017151E0,6.029461670E-1,3.528430239E0
2.712845308E1,-4.891827393E-1,-3.293002167E0,1.284329224E-1,3.331614929E0
2.713849108E1,-8.726852417E-2,-3.394191742E0,-4.960684204E-1,3.431360846E0
2.714853008E1,5.593867493E-1,-3.761078796E0,-1.504521332E0,4.089280094E0
2.715856808E1,1.503623199E0,-4.597988434E0,-3.246898041E0,5.826210368E0
2.716860608E1,2.812950439E0,-6.083798676E0,-5.945935364E0,8.959879678E0
2.717864408E1,4.788691864E0,-7.756121063E0,-8.687184906E0,1.259190872E1
2.718868308E1,7.623047791E0,-8.936716003E0,-1.107382187E1,1.614327356E1
2.719872108E1,1.040441391E1,-9.627679138E0,-1.491258911E1,2.057496898E1
2.720875908E1,1.246817230E1,-1.044288391E1,-1.891586426E1,2.494632369E1
2.721879808E1,1.359502899E1,-1.161225220E1,-1.975202545E1,2.664229202E1
2.722883608E1,1.273686356E1,-1.326616287E1,-1.349473755E1,2.281067101E1
2.723887408E1,1.068627777E1,-1.476290039E1,-5.860163727E0,1.914370078E1
2.724891308E1,9.178912354E0,-1.401969589E1,-2.874023438E0,1.700189153E1
2.725895108E1,8.177644501E0,-1.035277130E1,-3.072510681E0,1.354599812E1
2.726898908E1,6.218668213E0,-5.775739288E0,-3.656296692E0,9.241185214E0
2.727902708E1,3.544628906E0,-1.900298309E0,-4.749323730E0,6.223471993E0
2.728906608E1,1.566791840E0,1.041983185E0,-5.151986389E0,5.484845429E0
2.729910408E1,1.415007477E0,1.348545685E0,-2.127525787E0,2.889149979E0
2.730914208E1,3.379073181E0,-3.065026245E0,2.832559662E0,5.369908350E0
2.731918108E1,4.637805634E0,-9.103469238E0,7.747738495E0,1.282224025E1
2.732921908E1,5.167703705E0,-1.406774597E1,7.773335266E0,1.688287237E1
2.733925708E1,8.696615295E0,-2.004242157E1,-1.375429779E1,2.581686440E1
2.734929608E1,1.194396240E1,-2.847214188E1,-3.288855789E1,4.511073421E1
2.735933408E1,6.124514008E0,-2.340787308E1,-2.596500549E0,2.433474900E1
2.736937208E1,-6.186634827E-1,-1.197390015E1,1.665092422E1,2.051853569E1
2.737941008E1,-4.106111298E0,-5.793103180E0,1.643163025E1,1.790024210E1
2.738944908E1,-4.971611481E0,-4.270469513E0,8.512498169E0,1.074320509E1
2.739948708E1,-4.763693848E0,-4.709356842E0,6.120771790E-1,6.726474516E0
2.740952508E1,-4.680167542E0,-5.455255737E0,-4.818928986E0,8.653661650E0
2.741956408E1,-2.575244751E0,-6.907086639E0,-3.150797882E0,8.016686265E0
2.742960208E1,-3.240760803E-1,-8.596024475E0,7.836204529E-1,8.637749886E0
2.743964008E1,8.875044250E-1,-1.011237122E1,1.513502655E0,1.026345000E1
2.744967908E1,1.485959930E0,-1.114297806E1,1.665137329E0,1.136427381E1
2.745971708E1,1.736089783E0,-1.181687668E1,2.193239136E0,1.214342950E1
2.746975508E1,1.731000366E0,-1.224827957E1,2.754422150E0,1.267294583E1
2.747979308E1,1.733994141E0,-1.220472015E1,3.220852203E0,1.274110743E1
2.748983208E1,1.742975464E0,-1.175999496E1,3.231180725E0,1.231973920E1
2.749987008E1,1.767674103E0,-1.106678650E1,2.945125580E0,1.158758818E1
2.750990808E1,2.038910065E0,-1.033106644E1,2.436183929E0,1.080847261E1
2.751994708E1,2.436932373E0,-9.763297119E0,1.894011383E0,1.023952583E1
2.752998508E1,2.699037323E0,-9.412127380E0,1.647623749E0,9.929129283E0
2.754002308E1,3.055296478E0,-9.163494415E0,1.689536591E0,9.806069567E0
2.755006208E1,3.483256531E0,-9.017098846E0,1.729204102E0,9.819943711E0
2.756010008E1,3.536246338E0,-8.910520477E0,2.079326019E0,9.809485717E0
2.757013808E1,3.237168274E0,-8.681197357E0,3.258873138E0,9.821542655E0
2.758017608E1,4.043840790E0,-8.513396301E0,-1.010099487E0,9.478969664E0
2.759021488E1,5.773344269E0,-8.390352173E0,-9.190438385E0,1.371836985E1
2.760025287E1,6.557114410E0,-8.299790497E0,-9.083410950E0,1.394240389E1
2.761029087E1,5.983058167E0,-8.311915283E0,-3.620820465E0,1.086256238E1
2.762032988E1,5.225633240E0,-8.540789337E0,3.248245239E-1,1.001787583E1
2.763036788E1,4.796026611E0,-8.641978912E0,2.471510468E0,1.018793575E1
2.764040587E1,4.562811584E0,-8.656947784E0,2.578986969E0,1.011993914E1
2.765044488E1,4.718038788E0,-8.538993073E0,1.844165039E0,9.928506302E0
2.766048288E1,5.019062805E0,-8.282426605E0,1.223705292E0,9.761507904E0
2.767052087E1,4.888384552E0,-8.001161499E0,5.989045715E-1,9.395401830E0
2.768055887E1,4.420158234E0,-7.809859314E0,-2.564167786E-1,8.977608305E0
2.769059788E1,4.181255035E0,-7.803123322E0,-1.267115021E0,8.942997692E0
2.770063588E1,4.268972626E0,-7.750432892E0,-1.869312744E0,9.043653434E0
2.771067387E1,4.410578156E0,-7.594008179E0,-1.792522430E0,8.962995958E0
2.772071288E1,4.279151459E0,-7.717351685E0,-1.472637634E0,8.946357685E0
2.773075088E1,3.977229309E0,-8.035889282E0,-1.053060150E0,9.027890408E0
2.774078887E1,3.642675018E0,-8.341254272E0,-5.511538696E-1,9.118627897E0
2.775082787E1,3.372636566E0,-8.642278290E0,-1.345701599E-1,9.278025683E0
2.776086588E1,3.201242981E0,-8.888516235E0,9.984237671E-2,9.447944009E0
2.777090388E1,3.061583405E0,-9.012757874E0,3.502716064E-1,9.525008537E0
2.778094187E1,3.060385895E0,-9.079818420E0,7.207511902E-1,9.608774461E0
2.779098088E1,3.097658386E0,-9.249116364E0,1.038091278E0,9.809142393E0
2.780101888E1,2.946173401E0,-9.424401855E0,1.012494507E0,9.925947470E0
2.781105687E1,2.523751831E0,-9.450747070E0,3.924838257E-1,9.789789939E0
2.782109587E1,2.092648315E0,-9.280700684E0,-7.590715027E-1,9.543939003E0
2.783113388E1,2.122286682E0,-9.062903595E0,-1.953587494E0,9.510879372E0
2.784117187E1,3.086282043E0,-8.803493042E0,-2.156116333E0,9.574730504E0
2.785121087E1,4.654121704E0,-8.911418610E0,-8.497828674E-1,1.008941829E1
2.786124888E1,5.453459473E0,-9.285341034E0,6.442602539E-1,1.078762484E1
2.787128688E1,5.498366089E0,-9.472302246E0,1.587748260E0,1.106695460E1
2.788132487E1,5.429509277E0,-9.427695007E0,2.018851776E0,1.106511485E1
2.789136388E1,5.563480682E0,-9.449100494E0,1.766177216E0,1.110662862E1
2.790140188E1,5.767207031E0,-9.573192444E0,9.874964905E-1,1.121970765E1
2.791143987E1,6.178102570E0,-9.803563385E0,-2.600093079E-1,1.159078993E1
2.792147887E1,6.779701538E0,-1.007943970E1,-1.796564026E0,1.227953989E1
2.793151688E1,7.338040466E0,-1.031190628E1,-2.981350250E0,1.300271888E1
2.794155488E1,7.816744995E0,-1.058912979E1,-2.712359619E0,1.343830595E1
2.795159387E1,8.234975281E0,-1.087907684E1,-1.295406189E0,1.370573632E1
2.796163188E1,8.491691437E0,-1.098146393E1,-3.216810608E-1,1.388541869E1
2.797166988E1,8.642128601E0,-1.084958817E1,-3.183879089E-1,1.387448453E1
2.798170887E1,8.618178406E0,-1.052685928E1,-1.040186920E0,1.364440377E1
2.799174687E1,7.620952148E0,-1.023960663E1,-2.345322876E0,1.297801969E1
2.800178488E1,5.965544586E0,-1.022254211E1,-4.032913513E0,1.250409856E1
2.801182287E1,4.262236633E0,-1.046863037E1,-5.713019714E0,1.266481256E1
2.802186187E1,2.723286896E0,-1.097817078E1,-5.547463989E0,1.259805072E1
2.803189988E1,2.328707428E0,-1.184621567E1,-2.933150482E0,1.242413279E1
2.804193788E1,2.861299896E0,-1.280317566E1,-1.197509766E-3,1.311900703E1
2.805197687E1,3.614533539E0,-1.341809692E1,1.978884888E0,1.403660084E1
2.806201488E1,4.138144684E0,-1.356269623E1,2.934497681E0,1.448040908E1
2.807205288E1,4.303401031E0,-1.334789291E1,3.270997925E0,1.440086571E1
2.808209087E1,4.063749390E0,-1.343531113E1,3.023412781E0,1.435836582E1
2.809212987E1,3.691623230E0,-1.371762405E1,2.638563080E0,1.444864377E1
2.810216788E1,3.154240723E0,-1.390608215E1,2.301913147E0,1.444393158E1
2.811220588E1,2.587968292E0,-1.376432693E1,1.907183990E0,1.413476659E1
2.812224487E1,2.095043335E0,-1.334953949E1,1.382824402E0,1.358350524E1
2.813228288E1,1.921404419E0,-1.272518784E1,3.668870544E-1,1.287465753E1
2.814232088E1,1.999541931E0,-1.204215820E1,-1.349294128E0,1.228138171E1
2.815235987E1,2.434088287E0,-1.135778137E1,-2.913541260E0,1.197550442E1
2.816239787E1,2.611768799E0,-1.079854431E1,-2.817291412E0,1.146154555E1
2.817243588E1,1.851350098E0,-1.037896683E1,-1.804198151E0,1.069605444E1
2.818247487E1,1.182840271E0,-9.743538208E0,-4.218228149E-1,9.824132654E0
2.819251287E1,1.141526184E0,-9.389823761E0,8.759783936E-1,9.499432111E0
2.820255088E1,1.160686340E0,-8.962911530E0,1.392554169E0,9.144407197E0
2.821258888E1,1.562151489E0,-8.358468475E0,1.221459961E0,8.590475945E0
2.822262787E1,2.094145203E0,-8.012687531E0,6.521937561E-1,8.307464251E0
2.823266587E1,2.328108673E0,-7.646698608E0,2.010319519E-1,7.995780353E0
2.824270388E1,2.262844391E0,-7.338639221E0,2.589614868E-1,7.683954152E0
2.825274287E1,2.179617462E0,-7.044650574E0,5.757028198E-1,7.396571349E0
2.826278087E1,2.136207733E0,-6.719227295E0,8.678952026E-1,7.103846916E0
2.827281888E1,2.241887970E0,-6.440656586E0,1.226699066E0,6.929134832E0
2.828285788E1,2.252216492E0,-6.221811676E0,1.536405029E0,6.792934570E0
2.829289587E1,1.922152863E0,-6.139033813E0,1.631457367E0,6.636569967E0
2.830293388E1,9.292675781E-1,-6.106401672E0,1.722318420E0,6.412336575E0
2.831297188E1,-1.381626892E-1,-6.020929413E0,1.878294067E0,6.308618591E0
2.832301087E1,-8.149053955E-1,-5.918841705E0,1.814526672E0,6.244138450E0
2.833304887E1,-1.292711792E0,-5.785019989E0,1.507664795E0,6.116421600E0
2.834308688E1,-1.544637909E0,-5.567073212E0,1.075064392E0,5.876561398E0
2.835312588E1,-1.705253906E0,-5.270240479E0,5.927673340E-1,5.570879526E0
2.836316387E1,-1.738634491E0,-4.947960663E0,1.076261902E-1,5.245640858E0
2.837320188E1,-1.657203827E0,-4.686155090E0,-4.581971741E-1,4.991624856E0
2.838324088E1,-1.464255066E0,-4.555027771E0,-1.134490814E0,4.917254346E0
2.839327887E1,-1.052311707E0,-4.564458160E0,-2.029180298E0,5.104822319E0
2.840331687E1,-4.270619202E-1,-5.071603546E0,-3.300187225E0,6.065870105E0
2.841335588E1,5.270539856E-1,-6.259682922E0,-5.436694336E0,8.307771151E0
2.842339387E1,2.368225250E0,-7.770640869E0,-8.482710114E0,1.174511478E1
2.843343187E1,5.000950470E0,-9.116641846E0,-1.071217392E1,1.492894284E1
2.844346988E1,8.121960297E0,-1.009410919E1,-1.133158585E1,1.721226648E1
2.845350888E1,1.173948761E1,-1.053509216E1,-1.360490845E1,2.083020091E1
2.846354687E1,1.444526093E1,-1.091844498E1,-1.764201324E1,2.528079578E1
2.847358487E1,1.478819778E1,-1.124042542E1,-1.746133896E1,2.549384858E1
2.848362388E1,1.298669403E1,-1.183289337E1,-9.277108154E0,1.986797229E1
2.849366187E1,1.112366821E1,-1.224603424E1,-4.526437225E0,1.715196732E1
2.850369987E1,1.005608826E1,-1.021131546E1,-4.800367584E0,1.511421197E1
2.851373888E1,9.292526093E0,-6.265371094E0,-4.904550934E0,1.223358230E1
2.852377688E1,7.877668304E0,-2.873424683E0,-4.642146606E0,9.584558020E0
2.853381487E1,5.757776642E0,-8.795709229E-1,-4.142934723E0,7.147695082E0
2.854385288E1,4.522844696E0,-1.507066040E0,-2.327060852E0,5.304958473E0
2.855389188E1,4.651576996E0,-4.415368195E0,1.223256226E0,6.529088806E0
2.856392987E1,4.513713684E0,-7.816146240E0,4.466412048E0,1.007048111E1
2.857396787E1,4.367168427E0,-1.187420746E1,6.200106812E0,1.408936788E1
2.858400688E1,5.125192108E0,-1.514206192E1,6.261778564E0,1.716856150E1
2.859404471E1,8.180338898E0,-1.858684845E1,-7.168143768E0,2.153534687E1
2.860408271E1,1.359847183E1,-2.322570190E1,-2.744542694E1,3.843960360E1
2.861412171E1,7.961643677E0,-2.033117111E1,-9.787995758E0,2.392799929E1
2.862415971E1,-1.505718842E0,-1.201970490E1,9.038654022E0,1.511415765E1
2.863419771E1,-6.763086090E0,-5.791306915E0,1.481738708E1,1.728680217E1
2.864423571E1,-7.416926422E0,-4.895120544E0,8.658444672E0,1.240732311E1
2.865427471E1,-6.704557800E0,-6.083199921E0,6.173162842E-1,9.074001100E0
2.866431271E1,-5.696853333E0,-7.241790619E0,-3.517086182E0,9.862431975E0
2.867435071E1,-4.205205231E0,-8.337811432E0,-3.431015167E0,9.948603700E0
2.868438971E1,-1.969454498E0,-9.341324615E0,-5.977070618E-1,9.565372461E0
2.869442771E1,-2.546205139E-1,-1.009665390E1,6.336323547E-1,1.011972043E1
2.870446571E1,6.095324707E-1,-1.065319656E1,8.663983154E-1,1.070573551E1
2.871450471E1,5.580395508E-1,-1.088251968E1,1.736089783E0,1.103424898E1
2.872454271E1,1.856140137E-1,-1.076306808E1,2.704575806E0,1.109922598E1
2.873458071E1,6.721023560E-2,-1.045605652E1,3.196153564E0,1.093384803E1
2.874461971E1,2.140548706E-1,-1.037746994E1,3.201841736E0,1.086229683E1
2.875465771E1,6.797364807E-1,-1.021371048E1,3.024161224E0,1.067368140E1
2.876469571E1,1.334474945E0,-9.904453583E0,2.886896667E0,1.040255721E1
2.877473371E1,1.880539398E0,-9.682165833E0,2.600991211E0,1.020029014E1
2.878477271E1,2.288141785E0,-9.621092834E0,2.198328552E0,1.013082764E1
2.879481071E1,2.539918213E0,-9.601483612E0,1.800755310E0,1.009368078E1
2.880484871E1,2.622546387E0,-9.620943146E0,1.429826660E0,1.007396153E1
2.881488771E1,2.710862732E0,-9.574839020E0,1.197360077E0,1.002297312E1
2.882492571E1,2.999312897E0,-9.481732635E0,1.178199921E0,1.001435403E1
2.883496371E1,3.610192566E0,-9.372010803E0,1.293160858E0,1.012622051E1
2.884500271E1,4.096830597E0,-9.112001495E0,2.033970337E0,1.019556901E1
2.885504071E1,4.138144684E0,-8.905580750E0,3.869004364E0,1.055475271E1
2.886507871E1,4.996908875E0,-9.123377838E0,2.603984985E0,1.072314596E1
2.887511671E1,5.792803802E0,-9.407487030E0,6.858737183E-1,1.106922811E1
2.888515571E1,5.930667114E0,-9.466614075E0,1.251397705E-1,1.117162721E1
2.889519371E1,6.564149780E0,-9.264085236E0,1.014889526E-1,1.135436646E1
2.890523171E1,7.370073853E0,-8.766669617E0,1.679507446E-1,1.145428707E1
2.891527071E1,8.635542297E0,-8.170758820E0,-1.470691681E0,1.197901601E1
2.892530871E1,9.702373810E0,-7.801177368E0,-2.779420166E0,1.275615939E1
2.893534671E1,9.272318115E0,-7.565717010E0,-2.443518677E0,1.221420242E1
2.894538571E1,8.304879913E0,-7.286697235E0,-1.976938934E0,1.122387075E1
2.895542371E1,7.212152252E0,-6.978488159E0,-1.777852936E0,1.019191828E1
2.896546171E1,6.127058716E0,-6.600673828E0,-1.415755920E0,9.116693936E0
2.897549971E1,5.277275848E0,-6.491251373E0,-4.267625427E-1,8.376640797E0
2.898553871E1,5.040468292E0,-6.692732391E0,-3.680845642E-1,8.386565072E0
2.899557671E1,5.220543823E0,-6.771917725E0,-4.849914551E-1,8.564354278E0
2.900561471E1,5.588029633E0,-7.107968903E0,-1.309776306E-1,9.042480425E0
2.901565371E1,5.228177948E0,-7.541467438E0,1.754351807E-1,9.178145416E0
2.902569171E1,4.367318115E0,-7.921676788E0,-5.777984619E-2,9.045980830E0
2.903572971E1,3.771557007E0,-8.183632050E0,-4.471202087E-1,9.021994916E0
2.904576871E1,3.610641632E0,-8.423583069E0,-5.560935974E-1,9.181651529E0
2.905580671E1,3.659889221E0,-8.662037201E0,-5.008584595E-1,9.416822011E0
2.906584471E1,3.730093231E0,-8.775650940E0,-2.209405518E-1,9.538053243E0
2.907588271E1,3.810476074E0,-8.826245728E0,1.588197327E-1,9.614965692E0
2.908592171E1,4.012406158E0,-8.919651489E0,4.730163574E-1,9.792003388E0
2.909595971E1,4.316274261E0,-9.203161926E0,6.667135620E-1,1.018689943E1
2.910599771E1,4.658462677E0,-9.415420532E0,9.107061768E-1,1.054423084E1
2.911603671E1,4.752467194E0,-9.303453369E0,1.261426849E0,1.052289821E1
2.912607471E1,4.656965790E0,-9.120084686E0,1.572480011E0,1.036030735E1
2.913611271E1,4.511618042E0,-9.059909821E0,1.693129120E0,1.026174203E1
2.914615171E1,4.499193878E0,-9.338630219E0,1.595981140E0,1.048808446E1
2.915618971E1,4.527485046E0,-9.736353149E0,1.533560944E0,1.084649725E1
2.916622771E1,4.489314423E0,-1.009934830E1,1.557211761E0,1.116134797E1
2.917626671E1,4.335733795E0,-1.052236862E1,1.397493896E0,1.146611609E1
2.918630471E1,4.119134216E0,-1.111663284E1,2.341131592E-1,1.185755461E1
2.919634271E1,3.348087616E0,-1.211820007E1,-4.424798584E0,1.332813964E1
2.920638071E1,3.135529633E0,-1.305255707E1,-9.039552155E0,1.618376641E1
2.921641971E1,5.785169678E0,-1.269734573E1,-3.492237854E0,1.438354970E1
2.922645771E1,7.735763397E0,-1.158111694E1,3.240760803E-1,1.393087687E1
2.923649571E1,7.754624176E0,-1.047237259E1,-4.340972900E-3,1.303091718E1
2.924653471E1,8.169860687E0,-9.788744202E0,-1.839524689E0,1.288215773E1
2.925657271E1,9.029523010E0,-9.417665863E0,-3.532504120E0,1.351677852E1
2.926661071E1,9.534722443E0,-9.252259827E0,-4.266128540E0,1.395403514E1
2.927664971E1,8.858877869E0,-9.328002319E0,-4.160148926E0,1.352028785E1
2.928668771E1,7.070696411E0,-9.979447632E0,-2.336341553E0,1.245161092E1
2.929672571E1,5.909411316E0,-1.081755478E1,-5.659730530E-1,1.233940675E1
2.930676371E1,5.573659515E0,-1.158605667E1,7.719447327E-1,1.288015094E1
2.931680271E1,5.445226593E0,-1.190549240E1,1.446591797E0,1.317132756E1
2.932684071E1,5.850883026E0,-1.161644348E1,2.215991821E0,1.319413548E1
2.933687871E1,6.408174133E0,-1.165177002E1,2.430944824E0,1.351805951E1
2.934691771E1,6.827751617E0,-1.232162704E1,1.698817291E0,1.418896280E1
2.935695571E1,6.809938660E0,-1.296334259E1,9.898915100E-1,1.467662771E1
